controller,step,time_s,intervened,nominal_u1,nominal_u2,nominal_u3,executed_u1,executed_u2,executed_u3,action_change_norm,slosh_mm,distance_to_goal_m
PD + BRT,383,3.8400,1,-1.9229610,-0.2473138,1.4642210,-0.4241473,0.0477252,0.3072282,1.9162784,0.46432,0.286863
PD + BRT,384,3.8500,1,-1.9072132,-0.2493837,1.4542958,-0.4268411,0.0426127,0.3106790,1.8933101,0.46187,0.285975
PD + BRT,385,3.8600,1,-1.8913300,-0.2513036,1.4442127,-0.4305293,0.0371893,0.3147187,1.8689364,0.45930,0.285069
PD + BRT,386,3.8700,1,-1.8752818,-0.2530629,1.4339536,-0.4314120,0.0323404,0.3166250,1.8478740,0.45690,0.284146
PD + BRT,387,3.8800,1,-1.8591523,-0.2546777,1.4235830,-0.4327625,0.0273983,0.3186102,1.8262310,0.45477,0.283204
PD + BRT,388,3.8900,1,-1.8429278,-0.2561442,1.4130983,-0.4312432,0.0231087,0.3182797,1.8081657,0.45289,0.282245
PD + BRT,389,3.9000,1,-1.8266946,-0.2574810,1.4025688,-0.4321971,0.0183535,0.3195356,1.7870840,0.45117,0.281269
PD + BRT,390,3.9100,1,-1.8103795,-0.2586735,1.3919475,-0.4316853,0.0140783,0.3195553,1.7678281,0.44951,0.280275
PD + BRT,391,3.9200,1,-1.7940271,-0.2597350,1.3812726,-0.4366157,0.0088092,0.3241311,1.7413298,0.44790,0.279264
PD + BRT,392,3.9300,1,-1.7774744,-0.2606348,1.3704070,-0.4335522,0.0055161,0.3229657,1.7245568,0.44623,0.278236
PD + BRT,393,3.9400,1,-1.7609603,-0.2614310,1.3595228,-0.4372760,0.0010672,0.3267199,1.6993314,0.44437,0.277191
PD + BRT,394,3.9500,1,-1.7442834,-0.2620889,1.3484740,-0.4346168,-0.0017758,0.3257426,1.6819539,0.44223,0.276129
PD + BRT,395,3.9600,1,-1.7276342,-0.2626553,1.3374014,-0.4358476,-0.0052232,0.3276871,1.6596707,0.43966,0.275050
PD + BRT,396,3.9700,1,-1.7108977,-0.2631117,1.3262182,-0.4328161,-0.0075480,0.3264793,1.6426452,0.43657,0.273955
PD + BRT,397,3.9800,1,-1.6942012,-0.2634912,1.3150194,-0.4351108,-0.0107957,0.3292877,1.6188979,0.43295,0.272844
PD + BRT,398,3.9900,1,-1.6773865,-0.2637656,1.3036849,-0.4319780,-0.0126531,0.3280161,1.6018832,0.42882,0.271717
PD + BRT,399,4.0000,1,-1.6606163,-0.2639762,1.2923374,-0.4325308,-0.0151050,0.3292869,1.5803788,0.42419,0.270574
PD + BRT,400,4.0100,1,-1.6437812,-0.2641047,1.2809013,-0.4324926,-0.0172618,0.3301655,1.5595031,0.41919,0.269415
PD + BRT,401,4.0200,1,-1.6268992,-0.2641598,1.2693884,-0.4322634,-0.0192253,0.3309411,1.5387759,0.41394,0.268241
PD + BRT,402,4.0300,1,-1.6099770,-0.2641467,1.2578020,-0.4314007,-0.0209518,0.3312390,1.5187839,0.40853,0.267051
PD + BRT,403,4.0400,1,-1.5930334,-0.2640726,1.2461572,-0.4279402,-0.0220340,0.3294151,1.5021455,0.40297,0.265846
PD + BRT,404,4.0500,1,-1.5761478,-0.2639562,1.2345181,-0.4264269,-0.0234816,0.3289281,1.4831654,0.39723,0.264627
PD + BRT,405,4.0600,1,-1.5592624,-0.2637863,1.2228456,-0.4259197,-0.0251373,0.3290543,1.4629701,0.39140,0.263393
PD + BRT,406,4.0700,1,-1.5423477,-0.2635568,1.2111210,-0.4251548,-0.0267130,0.3289421,1.4430712,0.38557,0.262144
PD + BRT,407,4.0800,1,-1.5254121,-0.2632699,1.1993527,-0.4231902,-0.0280369,0.3280014,1.4245985,0.37977,0.260882
PD + BRT,408,4.0900,1,-1.5084921,-0.2629327,1.1875662,-0.4223729,-0.0295993,0.3276888,1.4048090,0.37406,0.259605
PD + BRT,409,4.1000,1,-1.4915544,-0.2625381,1.1757425,-0.4203496,-0.0310016,0.3265905,1.3864155,0.36845,0.258315
PD + BRT,410,4.1100,1,-1.4746356,-0.2620906,1.1639063,-0.4174894,-0.0322272,0.3246670,1.3692034,0.36294,0.257011
PD + BRT,411,4.1200,1,-1.4577615,-0.2615951,1.1520826,-0.4160169,-0.0338211,0.3237046,1.3503048,0.35753,0.255694
PD + BRT,412,4.1300,1,-1.4408920,-0.2610405,1.1402436,-0.4150447,-0.0355623,0.3231335,1.3307410,0.35227,0.254365
PD + BRT,413,4.1400,1,-1.4240121,-0.2604225,1.1283785,-0.4131959,-0.0371607,0.3219116,1.3122439,0.34724,0.253022
PD + BRT,414,4.1500,1,-1.4071488,-0.2597449,1.1165072,-0.4113532,-0.0388005,0.3206532,1.2937577,0.34247,0.251668
PD + BRT,415,4.1600,1,-1.3903027,-0.2590064,1.1046314,-0.4092163,-0.0404217,0.3191414,1.2756585,0.33796,0.250301
PD + BRT,416,4.1700,1,-1.3734837,-0.2582072,1.0927596,-0.4072998,-0.0421033,0.3178427,1.2572622,0.33373,0.248922
PD + BRT,417,4.1800,1,-1.3566856,-0.2573452,1.0808856,-0.4054268,-0.0438325,0.3164938,1.2388606,0.32979,0.247531
PD + BRT,418,4.1900,1,-1.3399084,-0.2564189,1.0690122,-0.4033357,-0.0455235,0.3149381,1.2207674,0.32614,0.246129
PD + BRT,419,4.2000,1,-1.3231584,-0.2554293,1.0571457,-0.4023194,-0.0474238,0.3141833,1.2013341,0.32278,0.244715
PD + BRT,420,4.2100,1,-1.3064053,-0.2543698,1.0452631,-0.4000680,-0.0491024,0.3127407,1.1832882,0.31968,0.243291
PD + BRT,421,4.2200,1,-1.2896860,-0.2532468,1.0333855,-0.3973243,-0.0506157,0.3107469,1.1660082,0.31678,0.241856
PD + BRT,422,4.2300,1,-1.2730159,-0.2520651,1.0215302,-0.3954144,-0.0522931,0.3094077,1.1476983,0.31400,0.240410
PD + BRT,423,4.2400,1,-1.2563713,-0.2508196,1.0096784,-0.3931822,-0.0538729,0.3079326,1.1297480,0.31127,0.238955
PD + BRT,424,4.2500,1,-1.2397623,-0.2495129,0.9978346,-0.3909307,-0.0553982,0.3062442,1.1119770,0.30853,0.237489
PD + BRT,425,4.2600,1,-1.2231904,-0.2481467,0.9860058,-0.3888679,-0.0569159,0.3048438,1.0939127,0.30572,0.236013
PD + BRT,426,4.2700,1,-1.2066507,-0.2467209,0.9741843,-0.3870522,-0.0584524,0.3037442,1.0754890,0.30279,0.234528
PD + BRT,427,4.2800,1,-1.1901366,-0.2452348,0.9623613,-0.3850639,-0.0598578,0.3022566,1.0574709,0.29971,0.233034
PD + BRT,428,4.2900,1,-1.1736536,-0.2436924,0.9505493,-0.3824182,-0.0611075,0.3005485,1.0401403,0.29645,0.231530
PD + BRT,429,4.3000,1,-1.1572222,-0.2420979,0.9387558,-0.3801821,-0.0623647,0.2990829,1.0223876,0.29298,0.230018
PD + BRT,430,4.3100,1,-1.1408310,-0.2404508,0.9269738,-0.3777561,-0.0634963,0.2973837,1.0049776,0.28928,0.228497
PD + BRT,431,4.3200,1,-1.1244863,-0.2387553,0.9152110,-0.3756954,-0.0647163,0.2962794,0.9869416,0.28537,0.226968
PD + BRT,432,4.3300,1,-1.1081781,-0.2370084,0.9034505,-0.3733146,-0.0657613,0.2947339,0.9694772,0.28127,0.225431
PD + BRT,433,4.3400,1,-1.0919166,-0.2352152,0.8917058,-0.3707227,-0.0666937,0.2930461,0.9523202,0.27700,0.223886
PD + BRT,434,4.3500,1,-1.0757087,-0.2333792,0.8799816,-0.3682034,-0.0675910,0.2913999,0.9351352,0.27258,0.222334
PD + BRT,435,4.3600,1,-1.0595531,-0.2315013,0.8682773,-0.3658177,-0.0684118,0.2897321,0.9179224,0.26807,0.220774
PD + BRT,436,4.3700,1,-1.0434467,-0.2295836,0.8565946,-0.3634471,-0.0692430,0.2882627,0.9006163,0.26350,0.219206
PD + BRT,437,4.3800,1,-1.0273895,-0.2276261,0.8449283,-0.3605796,-0.0699607,0.2865537,0.8838981,0.25892,0.217632
PD + BRT,438,4.3900,1,-1.0113971,-0.2256320,0.8332852,-0.3582444,-0.0706633,0.2849621,0.8667653,0.25439,0.216052
PD + BRT,439,4.4000,1,-0.9954543,-0.2236015,0.8216635,-0.3555777,-0.0713005,0.2832814,0.8499957,0.24994,0.214465
PD + BRT,440,4.4100,1,-0.9795718,-0.2215369,0.8100660,-0.3528669,-0.0719306,0.2817283,0.8332358,0.24562,0.212871
PD + BRT,441,4.4200,1,-0.9637517,-0.2194384,0.7984892,-0.3502978,-0.0725163,0.2801396,0.8164545,0.24148,0.211272
PD + BRT,442,4.4300,1,-0.9479905,-0.2173076,0.7869351,-0.3477484,-0.0730737,0.2785831,0.7996973,0.23755,0.209667
PD + BRT,443,4.4400,1,-0.9322883,-0.2151448,0.7754031,-0.3452376,-0.0735719,0.2769372,0.7830324,0.23387,0.208056
PD + BRT,444,4.4500,1,-0.9166446,-0.2129523,0.7638962,-0.3428471,-0.0741182,0.2755585,0.7661541,0.23047,0.206440
PD + BRT,445,4.4600,1,-0.9010565,-0.2107287,0.7524074,-0.3400535,-0.0745775,0.2739951,0.7497599,0.22737,0.204819
PD + BRT,446,4.4700,1,-0.8855366,-0.2084763,0.7409427,-0.3377258,-0.0750438,0.2725536,0.7330002,0.22458,0.203194
PD + BRT,447,4.4800,1,-0.8700718,-0.2061951,0.7294986,-0.3354197,-0.0755731,0.2714273,0.7160617,0.22211,0.201563
PD + BRT,448,4.4900,1,-0.8546618,-0.2038834,0.7180669,-0.3329405,-0.0759942,0.2700364,0.6994856,0.21995,0.199928
PD + BRT,449,4.5000,1,-0.8393127,-0.2015444,0.7066554,-0.3308455,-0.0764496,0.2688572,0.6825356,0.21810,0.198289
PD + BRT,450,4.5100,1,-0.8240134,-0.1991771,0.6952581,-0.3285378,-0.0768716,0.2676518,0.6658092,0.21653,0.196646
PD + BRT,451,4.5200,1,-0.8087710,-0.1967825,0.6838770,-0.3262833,-0.0772805,0.2665659,0.6490175,0.21522,0.194999
PD + BRT,452,4.5300,1,-0.7935842,-0.1943614,0.6725084,-0.3241881,-0.0777067,0.2655099,0.6321303,0.21413,0.193348
PD + BRT,453,4.5400,1,-0.7784489,-0.1919131,0.6611515,-0.3217657,-0.0780609,0.2644128,0.6155676,0.21322,0.191694
PD + BRT,454,4.5500,1,-0.7633758,-0.1894396,0.6498085,-0.3199027,-0.0784947,0.2635693,0.5984629,0.21246,0.190036
PD + BRT,455,4.5600,1,-0.7483483,-0.1869388,0.6384720,-0.3181386,-0.0789044,0.2627814,0.5812875,0.21181,0.188375
PD + BRT,456,4.5700,1,-0.7333640,-0.1844116,0.6271408,-0.3160655,-0.0792763,0.2619584,0.5644020,0.21123,0.186712
PD + BRT,457,4.5800,1,-0.7184328,-0.1818590,0.6158161,-0.3144741,-0.0796860,0.2613550,0.5470508,0.21071,0.185045
PD + BRT,458,4.5900,1,-0.7035406,-0.1792801,0.6044921,-0.3125307,-0.0800485,0.2606604,0.5300528,0.21020,0.183376
PD + BRT,459,4.6000,1,-0.6886983,-0.1766763,0.5931714,-0.3107171,-0.0803914,0.2600330,0.5129539,0.20969,0.181704
PD + BRT,460,4.6100,1,-0.6739027,-0.1740480,0.5818524,-0.3093345,-0.0807976,0.2596000,0.4954314,0.20916,0.180029
PD + BRT,461,4.6200,1,-0.6591409,-0.1713939,0.5705292,-0.3077416,-0.0811634,0.2591473,0.4781023,0.20860,0.178353
PD + BRT,462,4.6300,1,-0.6444201,-0.1687146,0.5592034,-0.3062698,-0.0815430,0.2588121,0.4606294,0.20800,0.176674
PD + BRT,463,4.6400,1,-0.6297367,-0.1660104,0.5478711,-0.3047770,-0.0819015,0.2584693,0.4432002,0.20737,0.174993
PD + BRT,464,4.6500,1,-0.6150918,-0.1632818,0.5365331,-0.3033352,-0.0822593,0.2581798,0.4257199,0.20670,0.173310
PD + BRT,465,4.6600,1,-0.6004843,-0.1605286,0.5251877,-0.3019627,-0.0826217,0.2579612,0.4081601,0.20601,0.171625
PD + BRT,466,4.6700,1,-0.5859122,-0.1577510,0.5138336,-0.3006230,-0.0829823,0.2577828,0.3905666,0.20531,0.169939
PD + BRT,467,4.6800,1,-0.5713753,-0.1549489,0.5024692,-0.2993840,-0.0833583,0.2577412,0.3728220,0.20461,0.168250
PD + BRT,468,4.6900,1,-0.5568703,-0.1521221,0.4910908,-0.2979253,-0.0836878,0.2575425,0.3553598,0.20393,0.166561
PD + BRT,469,4.7000,1,-0.5424047,-0.1492721,0.4797034,-0.2969067,-0.0841050,0.2576781,0.3373592,0.20328,0.164870
PD + BRT,470,4.7100,1,-0.5279652,-0.1463962,0.4682968,-0.2959180,-0.0845068,0.2577991,0.3193517,0.20267,0.163177
PD + BRT,471,4.7200,1,-0.5135514,-0.1434949,0.4568717,-0.2945909,-0.0848502,0.2577236,0.3017331,0.20213,0.161484
PD + BRT,472,4.7300,1,-0.4991736,-0.1405700,0.4454346,-0.2936394,-0.0852715,0.2579716,0.2836276,0.20166,0.159789
PD + BRT,473,4.7400,1,-0.4848207,-0.1376195,0.4339754,-0.2927877,-0.0857026,0.2582805,0.2654067,0.20128,0.158093
PD + BRT,474,4.7500,1,-0.4704901,-0.1346429,0.4224927,-0.2916162,-0.0860756,0.2584170,0.2475389,0.20099,0.156396
PD + BRT,475,4.7600,1,-0.4561915,-0.1316420,0.4109917,-0.2908519,-0.0865293,0.2588497,0.2291714,0.20080,0.154699
PD + BRT,476,4.7700,1,-0.4419130,-0.1286145,0.3994632,-0.2897051,-0.0869041,0.2590377,0.2112494,0.20071,0.153000
PD + BRT,477,4.7800,1,-0.4276664,-0.1255628,0.3879151,-0.2887751,-0.0873239,0.2593976,0.1930538,0.20071,0.151300
PD + BRT,478,4.7900,1,-0.4134454,-0.1224854,0.3763421,-0.2881339,-0.0878148,0.2600125,0.1744637,0.20081,0.149600
PD + BRT,479,4.8000,1,-0.3992411,-0.1193805,0.3647363,-0.2872190,-0.0882505,0.2604778,0.1561662,0.20100,0.147900
PD + BRT,480,4.8100,1,-0.3850625,-0.1162495,0.3531030,-0.2863756,-0.0886966,0.2609655,0.1377954,0.20127,0.146198
PD + BRT,481,4.8200,1,-0.3709072,-0.1130926,0.3414415,-0.2857984,-0.0892119,0.2617168,0.1190370,0.20162,0.144496
PD + BRT,482,4.8300,1,-0.3567677,-0.1099071,0.3297429,-0.2849557,-0.0896621,0.2622783,0.1005897,0.20203,0.142794
PD + BRT,483,4.8400,1,-0.3426520,-0.1066954,0.3180138,-0.2841485,-0.0901290,0.2628900,0.0820715,0.20249,0.141091
PD + BRT,484,4.8500,1,-0.3285592,-0.1034571,0.3062525,-0.2834220,-0.0906150,0.2635905,0.0634219,0.20299,0.139388
PD + BRT,485,4.8600,1,-0.3144870,-0.1001914,0.2944564,-0.2828908,-0.0911564,0.2644906,0.0444736,0.20351,0.137684
PD + BRT,486,4.8700,1,-0.3004297,-0.0968969,0.2826195,-0.2821946,-0.0916576,0.2652707,0.0257089,0.20405,0.135980
PD + BRT,487,4.8800,1,-0.2863926,-0.0935746,0.2707454,-0.2815372,-0.0921729,0.2661113,0.0068567,0.20459,0.134276
PD + BRT,488,4.8900,0,-0.2723743,-0.0902246,0.2588323,-0.2723743,-0.0902246,0.2588323,0.0000000,0.20511,0.132572
PD + BRT,489,4.9000,0,-0.2586304,-0.0869202,0.2471234,-0.2586304,-0.0869202,0.2471234,0.0000000,0.20553,0.130868
PD + BRT,490,4.9100,0,-0.2453002,-0.0837030,0.2357532,-0.2453002,-0.0837030,0.2357532,0.0000000,0.20583,0.129165
PD + BRT,491,4.9200,0,-0.2323736,-0.0805710,0.2247145,-0.2323736,-0.0805710,0.2247145,0.0000000,0.20606,0.127465
PD + BRT,492,4.9300,0,-0.2198415,-0.0775224,0.2139996,-0.2198415,-0.0775224,0.2139996,0.0000000,0.20639,0.125767
PD + BRT,493,4.9400,0,-0.2076945,-0.0745556,0.2036009,-0.2076945,-0.0745556,0.2036009,0.0000000,0.20709,0.124073
PD + BRT,494,4.9500,0,-0.1959234,-0.0716685,0.1935110,-0.1959234,-0.0716685,0.1935110,0.0000000,0.20858,0.122383
PD + BRT,495,4.9600,0,-0.1845195,-0.0688598,0.1837227,-0.1845195,-0.0688598,0.1837227,0.0000000,0.21132,0.120699
PD + BRT,496,4.9700,0,-0.1734738,-0.0661275,0.1742294,-0.1734738,-0.0661275,0.1742294,0.0000000,0.21582,0.119020
PD + BRT,497,4.9800,0,-0.1627775,-0.0634700,0.1650240,-0.1627775,-0.0634700,0.1650240,0.0000000,0.22246,0.117347
PD + BRT,498,4.9900,0,-0.1524224,-0.0608859,0.1560999,-0.1524224,-0.0608859,0.1560999,0.0000000,0.23147,0.115682
PD + BRT,499,5.0000,0,-0.1424000,-0.0583732,0.1474500,-0.1424000,-0.0583732,0.1474500,0.0000000,0.24284,0.114024
PD + BRT,500,5.0100,0,-0.1327024,-0.0559308,0.1390679,-0.1327024,-0.0559308,0.1390679,0.0000000,0.25634,0.112374
PD + BRT,501,5.0200,0,-0.1233214,-0.0535568,0.1309478,-0.1233214,-0.0535568,0.1309478,0.0000000,0.27156,0.110733
PD + BRT,502,5.0300,0,-0.1142495,-0.0512497,0.1230829,-0.1142495,-0.0512497,0.1230829,0.0000000,0.28796,0.109101
PD + BRT,503,5.0400,0,-0.1054786,-0.0490081,0.1154671,-0.1054786,-0.0490081,0.1154671,0.0000000,0.30495,0.107479
PD + BRT,504,5.0500,0,-0.0970016,-0.0468306,0.1080941,-0.0970016,-0.0468306,0.1080941,0.0000000,0.32194,0.105867
PD + BRT,505,5.0600,0,-0.0888107,-0.0447156,0.1009582,-0.0888107,-0.0447156,0.1009582,0.0000000,0.33841,0.104265
PD + BRT,506,5.0700,0,-0.0808991,-0.0426618,0.0940540,-0.0808991,-0.0426618,0.0940540,0.0000000,0.35387,0.102674
PD + BRT,507,5.0800,0,-0.0732595,-0.0406679,0.0873755,-0.0732595,-0.0406679,0.0873755,0.0000000,0.36794,0.101094
PD + BRT,508,5.0900,0,-0.0658851,-0.0387323,0.0809172,-0.0658851,-0.0387323,0.0809172,0.0000000,0.38033,0.099526
